phone_no	owner_name	optdate	prodname	sm_name	offerid	offername	business_name	owner_code	prodprcid	prodprcname	effdate	expdate	orderdate	cost	mode_time	prodstatus	run_name	orderno	offertype
2009373	HE级	2015/9/1 1:04	所有基本节目_回看	互动电视	133379	快乐点	到期暂停状态	NULL	NULL	NULL	2014/9/4 0:00	2015/8/31 23:59	2014/9/4 9:48	NULL	N	YD	正常	2031318812	1
2009373	HE级	2015/11/1 12:29	精彩点_点播	互动电视	GZ122619	快乐点-1年-送2月	正常状态	NULL	NULL	快乐点-1年-300元-送2月	2015/11/1 0:00	2016/12/31 23:59	2015/11/1 12:29	NULL	Y	YY	正常	2095792403	1
2009373	HE级	2015/11/1 12:29	所有基本节目_时移	互动电视	GZ122619	快乐点-1年-送2月	正常状态	NULL	NULL	NULL	2015/11/1 0:00	2016/12/31 23:59	2015/11/1 12:29	NULL	N	YY	正常	2095792403	1
2009373	HC级	2018/4/27 5:46	广州基本点播组	互动电视	GZ101369	支持单片点播权限(按片付费)	正常状态	0	R3259	0资费	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	0	Y	BY	正常	265028892	1
2009373	HC级	2017/1/1 2:14	甜果TV(精彩点_点播)	互动电视	GZ122619	快乐点-1年-送2月-包年到期外呼专享	到期暂停状态	0	121092	快乐点-1年-300元-送2月	2015/11/1 0:00	2016/12/31 23:59	2015/11/1 12:29	300	Y	YD	正常	2095792403	1
2009373	HE级	2014/7/23 11:27	标清直播基本包_广州	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	正常状态	NULL	NULL	NULL	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	NULL	Y	BY	正常	265028892	0
2009373	HE级	2015/9/1 1:04	所有基本节目_时移	互动电视	133379	快乐点	到期暂停状态	NULL	NULL	NULL	2014/9/4 0:00	2015/8/31 23:59	2014/9/4 9:48	NULL	N	YD	正常	2031318812	1
2009373	HE级	2014/7/23 11:27	个人用户免费专区_点播	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	正常状态	NULL	NULL	NULL	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	NULL	N	BY	正常	265028892	0
2009373	HE级	2014/7/23 11:27	广州基本点播组	互动电视	GZ101369	支持单片点播权限(按片付费)	正常状态	NULL	NULL	NULL	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	NULL	Y	BY	正常	265028892	1
2009373	HE级	2017/1/1 2:14	所有基本节目_回看	互动电视	GZ122619	快乐点-1年-送2月-包年到期外呼专享	到期暂停状态	NULL	NULL	NULL	2015/11/1 0:00	2016/12/31 23:59	2015/11/1 12:29	NULL	N	YD	正常	2095792403	1
2009373	HC级	2015/9/1 1:04	甜果TV(精彩点_点播)	互动电视	133379	快乐点-包月-25元	到期暂停状态	0	R2508	快乐点(25元/月)	2014/9/4 0:00	2015/8/31 23:59	2014/9/4 9:48	25	Y	YD	正常	2031318812	1
2009373	HE级	2015/4/22 9:36	基本组_点播	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	到期暂停状态	NULL	NULL	NULL	2014/1/20 0:00	2015/3/31 0:00	2014/1/20 19:48	NULL	N	YD	正常	265028892	0
2009373	HE级	2015/11/1 12:29	所有基本节目_回看	互动电视	GZ122619	快乐点-1年-送2月	正常状态	NULL	NULL	NULL	2015/11/1 0:00	2016/12/31 23:59	2015/11/1 12:29	NULL	N	YY	正常	2095792403	1
2009373	HE级	2014/7/23 11:27	标高清直播基本包_广州	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	正常状态	NULL	NULL	NULL	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	NULL	N	BY	正常	265028892	0
2009373	HE级	2017/1/1 2:14	所有基本节目_时移	互动电视	GZ122619	快乐点-1年-送2月-包年到期外呼专享	到期暂停状态	NULL	NULL	NULL	2015/11/1 0:00	2016/12/31 23:59	2015/11/1 12:29	NULL	N	YD	正常	2095792403	1
2009373	HC级	2015/7/1 2:40	互动空指令产品	互动电视	GZ121937	全时移回看存200送100元	到期暂停状态	0	120211	全时移预存200送100	2014/9/4 0:00	2014/9/30 23:59	2014/9/4 9:47	200	Y	YD	正常	2031318696	1
2009373	HC级	2014/7/23 13:03	互动虚拟包	互动电视	133808	全时移回看(包3个月)(0元/月)	到期暂停状态	0	R1820	全时移回看(包3个月)(0元/月)	2014/1/20 0:00	2014/4/30 23:59	2014/1/20 19:48	0	Y	YD	正常	265028892	1
2009373	HE级	2014/7/23 13:03	所有基本节目_回看	互动电视	133808	全时移回看(包3个月)(0元/月)	到期暂停状态	NULL	NULL	NULL	2014/1/20 0:00	2014/4/30 23:59	2014/1/20 19:48	NULL	N	YD	正常	265028892	1
2009373	HE级	2014/7/23 11:27	应用类_点播	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	正常状态	NULL	NULL	NULL	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	NULL	N	BY	正常	265028892	0
2009373	HC级	2018/4/27 5:46	标清直播基本包_广州	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	正常状态	0	R1926	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	2014/1/20 0:00	2050/1/1 0:00	2014/1/20 19:48	26.5	Y	BY	正常	265028892	0
2009373	HE级	2014/7/23 11:27	互动虚拟包	互动电视	117902	[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)	正常状态	NULL	NULL	NULL	2014/1/20 0:00	2030/12/31 23:59	2014/1/20 19:48	NULL	N	BY	正常	265028892	0
2009373	HE级	2014/7/23 13:03	所有基本节目_时移	互动电视	133808	全时移回看(包3个月)(0元/月)	到期暂停状态	NULL	NULL	NULL	2014/1/20 0:00	2014/4/30 23:59	2014/1/20 19:48	NULL	N	YD	正常	265028892	1
2012403	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2012403	HC级	2010/2/1 1:58	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	到期暂停状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	YD	正常	1456454	0
2013084	HC级	2010/2/1 1:59	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	到期暂停状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	YD	正常	1456454	0
2013084	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2013312	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2013918	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019186	HC级	2018/4/1 0:26	标清直播基本包_广州	甜果电视	GZ122956	甜果标准包	到期暂停状态	0	121521	甜果标准包-包月-26.5元	2017/12/1 0:00	2018/3/31 23:59	2017/11/16 10:15	26.5	Y	YD	正常	2239526369	0
2019186	HC级	2017/11/10 17:28	标高清直播基本包_广州	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	所有基本节目_时移	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	生活圈应用(国安)	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	甜果基本包	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	所有基本节目_回看	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	精彩点(国安)	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2018/3/24 18:06	互动空指令产品	甜果电视	GZ123799	预存200元赠送200元-分20个月返还	正常状态	0	122425	预存200元赠送200元-分20个月返还-电视专用	2018/3/24 0:00	2019/11/30 23:59	2018/3/24 18:06	200	Y	YY	正常	2269955396	1
2019186	HC级	2017/12/1 0:30	广州个人用户免费专区点播	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	广州个人用户免费专区点播	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	CNTV	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	甜果基本包	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	所有基本节目_回看	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	CNTV	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	18套付费频道	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/11/16 10:15	标清直播基本包_广州	甜果电视	GZ122956	甜果标准包	正常状态	0	NULL	NULL	2017/12/1 0:00	2050/1/1 0:00	2017/11/16 10:15	26.5	Y	YY	正常	2239526369	0
2019186	HC级	2018/3/24 18:05	标清直播基本包_广州	甜果电视	GZ124384	甜果+联合宽带-39元-月享	正常状态	0	122885	甜果+联合宽带-39元包-月享	2018/4/1 0:00	2050/1/1 0:00	2018/3/24 18:05	39	Y	YY	正常	2269955338	0
2019186	HC级	2017/11/16 10:15	甜果基本包	甜果电视	GZ122956	甜果标准包	正常状态	NULL	NULL	NULL	2017/12/1 0:00	2050/1/1 0:00	2017/11/16 10:15	NULL	N	YY	正常	2239526369	0
2019186	HC级	2017/12/1 0:30	互动空指令产品	甜果电视	GZ124272	月享套餐首月优惠	到期暂停状态	0	122794	月享套餐首月优惠	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	0	Y	YD	正常	2238149519	1
2019186	HC级	2017/11/10 17:28	生活圈应用(国安)	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	国安精彩点	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	精彩点_点播	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	互动应用组	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	应用_月享	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	标清直播基本包_广州	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	Y	YY	正常	2238149519	0
2019186	HC级	2017/12/1 0:30	18套付费频道	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/16 10:15	标高清直播基本包_广州	甜果电视	GZ122956	甜果标准包	正常状态	NULL	NULL	NULL	2017/12/1 0:00	2050/1/1 0:00	2017/11/16 10:15	NULL	N	YY	正常	2239526369	0
2019186	HC级	2017/11/10 17:28	应用_月享	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/11/16 10:15	应用类_点播	甜果电视	GZ122956	甜果标准包	正常状态	NULL	NULL	NULL	2017/12/1 0:00	2050/1/1 0:00	2017/11/16 10:15	NULL	N	YY	正常	2239526369	0
2019186	HC级	2017/12/1 0:30	标清直播基本包_广州	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	0	121983	甜果+联合宽带-49包-17年月享	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	49	Y	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	精彩点_点播	甜果电视	GZ123142	甜果+联合宽带-49包-月享	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	NULL	N	YY	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	广州基本点播组	互动电视	GZ101369	支持单片点播权限(按片付费)	正常状态	0	120303	支持单片点播权限(按片付费)	2017/11/10 17:28	2050/1/1 0:00	2017/11/10 17:28	0	Y	YY	正常	2238149519	1
2019186	HC级	2017/12/1 0:30	所有基本节目_时移	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2017/11/10 17:28	互动空指令产品	甜果电视	GZ124272	月享套餐首月优惠	正常状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	Y	YY	正常	2238149519	1
2019186	HC级	2017/12/1 0:30	互动应用组	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2019186	HC级	2018/5/1 0:24	CNTV	甜果电视	GZ123708	甜果39元过渡包	到期暂停状态	0	122339	甜果39元过渡包-0元-1个月	2018/3/24 0:00	2018/4/30 23:59	2018/3/24 18:06	0	Y	YD	正常	2269955396	1
2019186	HC级	2017/11/16 10:15	个人用户免费专区_点播	甜果电视	GZ122956	甜果标准包	正常状态	NULL	NULL	NULL	2017/12/1 0:00	2050/1/1 0:00	2017/11/16 10:15	NULL	N	YY	正常	2239526369	0
2019186	HC级	2017/12/1 0:30	标高清直播基本包_广州	甜果电视	GZ123142	甜果+联合宽带-49包-月享	到期暂停状态	NULL	NULL	NULL	2017/11/10 17:28	2017/11/30 23:59	2017/11/10 17:28	NULL	N	YD	正常	2238149519	0
2024970	HC级	2010/2/1 2:15	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	到期暂停状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	YD	正常	1456454	0
2024970	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2030541	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2030658	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2037366	HE级	2010/1/1 1:41	个人用户续费1000包14个月	珠江宽频	TO001024	劲速套餐包年 (1000元/14 个月)	到期暂停状态	NULL	NULL	NULL	2008/11/1 0:00	2009/12/31 23:59	2008/10/30 16:22	NULL	N	YD	正常	1E+12	1
2037366	HC级	2014/4/11 19:20	宽带空指令产品	珠江宽频	GZ000002	联合宽带主销售品(空包)	正常状态	0	3907	宽带虚拟包0元-100元调试费	2014/4/11 19:20	2050/1/1 0:00	2014/4/11 19:20	0	Y	YY	正常	565656	0
2037366	HC级	2015/2/12 14:42	宽带空指令产品	珠江宽频	GZ101524	[宽带]基本包6M(980)-到期提速	到期暂停状态	0	R2965	[宽带]基本包6M(980)-到期提速	2014/3/1 0:00	2015/1/31 0:00	2014/3/2 10:15	0	Y	YD	正常	269647671	1
2037366	HC级	2012/11/19 13:04	带宽5M	珠江宽频	GZ100907	极速5M附属包(0元/30天)_	到期暂停状态	0	R2093	极速5M附属包(0元/30天)_	2012/10/20 0:00	2012/11/19 0:00	2012/10/20 11:48	0	Y	YD	正常	197946516	1
2037366	HE级	2010/1/1 1:41	带宽2M	珠江宽频	TO001024	劲速套餐包年 (1000元/14 个月)	到期暂停状态	NULL	NULL	NULL	2008/11/1 0:00	2009/12/31 23:59	2008/10/30 16:22	NULL	Y	YD	正常	1E+12	1
2037366	HC级	2015/3/3 5:04	带宽12M	珠江宽频	GZ121934	宽带-12M-到期过渡授权包	到期暂停状态	0	N0102	宽带-12M-0元-到期过渡授权	2015/2/27 0:00	2015/3/2 23:59	2015/2/27 8:39	0	Y	YD	正常	2056549222	1
2037366	HC级	2012/9/1 0:14	带宽2M	珠江宽频	BO000372	劲速套餐 (100元/月)-免费提速6M	到期暂停状态	0	R1681	劲速套餐 (100元/月)	2010/1/1 0:00	2012/8/31 23:59	2009/12/31 21:09	100	Y	YD	正常	72807318	1
2037366	HC级	2012/11/1 0:16	带宽3M	珠江宽频	GZ100801	劲速套餐3M(100元/月)-免费提速6M	到期暂停状态	0	R2535	劲速套餐3M(100元/月)	2012/9/1 0:00	2012/10/31 23:59	2012/8/28 18:07	100	Y	YD	正常	190485629	1
2037366	HC级	2014/3/2 10:15	带宽5M	珠江宽频	GZ100522	极速套餐5M(138元/月)-免费提速6M	到期暂停状态	0	R2158	极速套餐5M(138元/月)	2012/11/1 0:00	2014/2/28 23:59	2012/10/20 11:48	138	Y	YD	正常	197946505	1
2037366	HC级	2015/3/1 0:30	带宽6M	珠江宽频	GZ101523	联合宽带6M(980元/年)	到期暂停状态	0	R2964	联合宽带-6M-1年-980元	2014/3/2 0:00	2015/2/28 23:59	2014/3/2 10:15	980	Y	YD	正常	269647671	1
2037855	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2037855	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2041305	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2042661	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2048013	HC级	2015/3/1 16:33	带宽5M	珠江宽频	GZ100522	极速套餐5M(138元/月)-免费提速6M	欠费暂停状态	0	R2158	极速套餐5M(138元/月)	2013/4/1 0:00	2050/1/1 0:00	2013/3/2 11:08	138	Y	YB	欠费暂停	215027147	1
2048013	HE级	2015/3/1 16:33	带宽6M	珠江宽频	GZ100522	极速套餐5M(138元/月)-免费提速6M	欠费暂停状态	NULL	NULL	NULL	2013/4/1 0:00	2050/1/1 0:00	2013/3/2 11:08	NULL	N	YB	欠费暂停	215027147	1
2048013	HC级	2015/3/1 16:33	带宽5M	珠江宽频	GZ100907	极速5M附属包(0元/30天)_	欠费暂停状态	0	R2093	极速5M附属包(0元/30天)_	2013/3/2 0:00	2013/4/1 0:00	2013/3/2 11:07	0	Y	DB	欠费暂停	215027051	1
2048013	HC级	2015/3/1 16:33	带宽2M	珠江宽频	BO000372	劲速套餐 (100元/月)-免费提速6M	欠费暂停状态	0	R1681	劲速套餐 (100元/月)	2009/5/1 0:00	2013/3/31 23:59	2009/4/30 23:36	100	Y	DB	欠费暂停	33243429	1
2048013	HC级	2015/3/1 16:33	宽带空指令产品	珠江宽频	GZ000002	联合宽带主销售品(空包)	欠费暂停状态	0	3907	宽带虚拟包0元-100元调试费	2014/4/11 19:20	2050/1/1 0:00	2014/4/11 19:20	0	Y	YB	欠费暂停	565656	0
2008768	HC级	2016/6/19 15:35	互动虚拟包	互动电视	133390	互动标准包-600预存-送快乐点2年(到期停)	正常状态	0	R1811	互动600预存-26.5元-捆快乐点2年	2014/1/7 0:00	2050/1/1 0:00	2014/1/7 19:19	26.5	Y	BY	正常	262733935	0
2008768	HE级	2016/2/1 0:09	所有基本节目_时移	互动电视	133381	快乐点-2年-600元	到期暂停状态	NULL	NULL	NULL	2014/1/7 19:20	2016/1/31 23:59	2014/1/7 19:20	NULL	N	YD	正常	262733935	1
2008768	HE级	2016/2/1 0:09	精彩点_点播	互动电视	133381	快乐点-2年-600元	到期暂停状态	NULL	NULL	NULL	2014/1/7 19:20	2016/1/31 23:59	2014/1/7 19:20	NULL	N	YD	正常	262733935	1
2008768	HE级	2016/6/19 15:35	个人用户免费专区_点播	互动电视	133390	互动标准包-600预存-送快乐点2年(到期停)	正常状态	NULL	NULL	NULL	2014/1/7 0:00	2050/1/1 0:00	2014/1/7 19:19	NULL	N	BY	正常	262733935	0
2008768	HE级	2016/6/19 15:35	应用类_点播	互动电视	133390	互动标准包-600预存-送快乐点2年(到期停)	正常状态	NULL	NULL	NULL	2014/1/7 0:00	2050/1/1 0:00	2014/1/7 19:19	NULL	N	BY	正常	262733935	0
2008768	HE级	2016/2/1 0:09	所有基本节目_回看	互动电视	133381	快乐点-2年-600元	到期暂停状态	NULL	NULL	NULL	2014/1/7 19:20	2016/1/31 23:59	2014/1/7 19:20	NULL	N	YD	正常	262733935	1
2008768	HE级	2016/6/19 15:35	标清直播基本包_广州	互动电视	133390	互动标准包-600预存-送快乐点2年(到期停)	正常状态	NULL	NULL	NULL	2014/1/7 0:00	2050/1/1 0:00	2014/1/7 19:19	NULL	N	BY	正常	262733935	0
2008768	HC级	2016/2/1 0:09	互动虚拟包	互动电视	133381	快乐点-2年-600元	到期暂停状态	0	R2509	快乐点(600元/2年)	2014/1/7 19:20	2016/1/31 23:59	2014/1/7 19:20	600	Y	YD	正常	262733935	1
2008768	HC级	2016/6/19 15:35	广州基本点播组	互动电视	GZ101369	支持单片点播权限(按片付费)	正常状态	0	R3259	0资费	2014/1/7 0:00	2050/1/1 0:00	2014/1/7 19:19	0	Y	BY	正常	262733935	1
2008768	HE级	2015/4/22 10:11	基本组_点播	互动电视	133390	互动标准包-600预存-送快乐点2年(到期停)	到期暂停状态	NULL	NULL	NULL	2014/1/7 0:00	2015/3/31 0:00	2014/1/7 19:19	NULL	N	YD	正常	262733935	0
2008768	HE级	2016/6/19 15:35	标高清直播基本包_广州	互动电视	133390	互动标准包-600预存-送快乐点2年(到期停)	正常状态	NULL	NULL	NULL	2014/1/7 0:00	2050/1/1 0:00	2014/1/7 19:19	NULL	N	BY	正常	262733935	0
2015434	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2015998	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2018278	HC级	2010/2/1 1:57	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	到期暂停状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	YD	正常	1456454	0
2018278	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2022403	HC级	2010/1/26 10:57	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	被动销户状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	AJ	被动销户	1456454	0
2025130	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2025130	HC级	2010/2/1 2:23	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	到期暂停状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	YD	正常	1456454	0
2025880	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2025880	HC级	2010/2/1 2:23	有线电视	模拟有线电视	BO000569	有线电视－普通包(5元/月)	到期暂停状态	0	R0369	有线电视－普通包(5元/月)	2009/12/1 0:00	2010/1/31 23:59	2009/11/27 0:00	5	Y	YD	正常	1456454	0
2026342	HC级	2010/1/31 21:15	有线电视	模拟有线电视	BO000330	有线电视－普通包 (0元/月)	正常状态	0	R1672	有线电视－普通包 (0元/月)	2010/2/1 0:00	2030/1/1 23:59	2010/1/31 21:15	0	Y	YY	正常	76438271	0
2041753	HE级	2012/3/30 13:59	应用类_点播	互动电视	65548	优惠购机一(499元)(26.5元/月)	正常状态	NULL	NULL	NULL	2012/3/30 0:00	2050/1/1 0:00	2012/3/30 13:59	NULL	N	YY	正常	170285167	0
